Prov,,Company name,Company Twitter,,Company Twitter,"Nb. of 
Employees",What do they do (Verbatim - 10 words max.)  ,Link to website,HQ City,HQ Country,CEO name,CEO Twitter,,CEO's Twitter,Link to jobpage
Legacy,Old,Traity,traity_,twitter.com/,twitter.com/traity_,11-50,"Traity, the Reputation Standard.",https://traity.com,"Mountain View, CA",USA,Juan Cartagena,jc2go,twitter.com/,twitter.com/jc2go,
Legacy,Old,Transloadit,transloadit,twitter.com/,twitter.com/transloadit,1-10,A file uploading & encoding service for web and mobile,https://transloadit.com,Berlin,Germany,Tim Koschutzki,tim_kos,twitter.com/,twitter.com/tim_kos,https://transloadit.com/jobs/
Legacy,Old,TraveDoc,travedoc,twitter.com/,twitter.com/travedoc,1-10,TraveDoc is the Uber for healthcare globally.,https://www.travedoc.com/en/,"Cambridge, MA",USA,Marcel Muenster,marcelmuenster,twitter.com/,twitter.com/marcelmuenster,https://angel.co/travedoc/jobs 
Legacy,Old,Treehouse,treehouse,twitter.com/,twitter.com/treehouse,51-200,Treehouse is an online interactive education platform ,https://teamtreehouse.com/,"Orlando, FL",USA,Ryan Carson,ryancarson,twitter.com/,twitter.com/ryancarson,https://teamtreehouse.com/jobs
Legacy,Old,Trello ,trello,twitter.com/,twitter.com/trello,51-200,"Trello keeps track of everything, from the big picture to the minute details",https://trello.com/,"New York, NY",USA,Michael Pryor,michaelpryor,twitter.com/,twitter.com/michaelpryor,https://trello.com/jobs
,New,Trice Imaging,,,twitter.com/Trice_Imaging,51-200,"The simplicity of medical imaging, everywhere.",https://triceimaging.com/,"San Diego, CA",USA,Åsa Nordgren,,,,
,New,Triplebyte,,,twitter.com/triple_byte,1-10,Get offers from top tech companies,https://triplebyte.com/,"San Francisco, CA",USA,Harjeet Taggar,,,,
Legacy,Old,Triposo,triposo,twitter.com/,twitter.com/triposo,11-50,The smart travel guide. ,https://www.triposo.com/,Berlin,Germany,Douwe Osinga,dosinga,twitter.com/,twitter.com/dosinga,https://www.triposo.com/about/hiring
,Old,Trivago,,,twitter.com/trivago,51-200,Search over 1.3 million hotels in over 190 countries to find the ideal hotel at the best price.,https://www.trivago.com,Düsseldorf,Germany,,,,,
,New,Troop Themes,,,twitter.com/troopthemes,1-10,Contemporary Shopify themes for creative brands,https://troopthemes.com/,BC,Canada,Ronnie Fieg,,,,
,New,Tutuka Software,,,N/A,1-10,Make payments happen,https://www.tutuka.com/,Johannesburg,South Africa,Rowan Brewer,,,,
Legacy,Old,Twilio,twilio,twitter.com/,twitter.com/twilio,201-500,Get Started Adding Communications to your Apps with APIs & SDKs,www.twilio.com/,"San Francisco, CA",USA,Jeff Lawson,jeffiel,twitter.com/,twitter.com/jeffiel,https://www.twilio.com/company/jobs
Legacy,Old,Twin Technologies,twin_techs,twitter.com/,twitter.com/twin_techs,201-500,Consulting Agency,http://twintechs.com/,"Albany, NY",USA,Ben Elmore,trappedintime,twitter.com/,twitter.com/trappedintime,http://twintechs.com/careers/
,New,TXODDS,,,twitter.com/TXODDSOfficial,1-10,Real time sporting odds aggregator,https://txodds.net/,St Peter Port ,Guernesey,,,,,
Legacy,Old,Tyk,tyk_io,twitter.com/,twitter.com/tyk_io,1-10,Open Source API Management Platform,https://tyk.io/,London,UK,Martin Buhr,martinbuhr,twitter.com/,twitter.com/martinbuhr,https://tyk.io/careers/
,New,UAB MailerLite,,,twitter.com/mailerlite,1-10,One of the fastest growing email marketing technologies.,https://www.mailerlite.com/,Vilnius,Lithuania,Ignas Rubezius,,,https://twitter.com/ignasmailer,
Legacy,Old,Uberspace,ubernauten,twitter.com/,twitter.com/ubernauten,1-10,Dev-friendly shared hosting provider,https://uberspace.de/,Mainz,Germany,,,,,
,New,Ultra Tendency,,,twitter.com/ultratendency,11-50,Software Development and Consulting,http://www.ultratendency.com/,Magdeburg,Germany,Robert Neumann,,,,
Legacy,Old,Unbounce,unbounce,twitter.com/,twitter.com/unbounce,51-200,"lets marketers build, publish and test landing pages without IT or software. ",unbounce.com/,"Vancouver, BC",Canada,Rick Perreault,rickperreault,twitter.com/,twitter.com/rickperreault,http://careers.unbounce.com/
,New,Unhaggled,,,twitter.com/unhaggle,11-50,Find the best new car price without all that annoying haggling,https://www.unhaggle.com/,"Toronto, ON",Canada,Andrew Tai,,,,
,New,Uniregistry Corp.,,,twitter.com/Uniregistry,11-50,We make getting online easy!,https://uniregistry.com/,"Newport Beach, CA",USA,Frank Schilling,,,,
,New,Universal Avenue,,,twitter.com/UniversalAvenue,11-50,Digitalize small and medium-sized businesses (SMBs),https://www.universalavenue.com/,Stockholm,Sweden,Johan Lilja,,,,
Legacy,Old,UniversalMind,universalmind,twitter.com/,twitter.com/universalmind,51-200,Specializes in creating digital experiences that simplify people's lives. ,http://www.universalmind.com,"Denver, CO",USA,Brett Cortese,,,,http://www.universalmind.com/careers/
Legacy,Old,Upwork,upwork,twitter.com/,twitter.com/upwork,501-1000,The world's largest online workplace,https://www.upwork.com/,"Mountain View, Ca",USA,Stephane Kasriel,skasriel,twitter.com/,twitter.com/skasriel,https://www.upwork.com/about/careers/
Legacy,Old,UpWorthy,Upworthy,twitter.com/,twitter.com/Upworthy,51-200,"Awesome, fun, interesting videos and graphics about stuff that matters.",https://www.upworthy.com/,US,USA,Eli Pariser,elipariser,twitter.com/,twitter.com/elipariser,http://www.upworthy.com/jobs
AL,Old,Urbansitter,urbansitter,twitter.com/,twitter.com/urbansitter,51-200,Reinventing the process of finding trusted childcare,https://www.urbansitter.com/careers,"San Francisco, CA",USA,Lynn Perkins,,,,https://www.urbansitter.com/careers
Legacy,Old,Urgently,geturgently,twitter.com/,twitter.com/geturgently,1-10,Roadside Assistance and Towing Services,urgent.ly/,US,USA,Chris Spanos,chrisspanos,twitter.com/,twitter.com/chrisspanos,http://hellohired.com/urgently
,New,User Interviews,,,twitter.com/userinterviews,1-10,Help companies build amazing products.,https://www.userinterviews.com/,"Cambridge, MA",USA,Dennis Meng,,,,
Legacy,Old,Userbin,Castle_IO,twitter.com/,twitter.com/Castle_IO,1-10,"analyzes browsing habits, UI interaction, device characteristics, ",https://castle.io/,Stockholm,Sweden,Johan Brissmyr,brissmyr,twitter.com/,twitter.com/brissmyr,angel list
Legacy,Old,UserTesting,usertesting,twitter.com/,twitter.com/usertesting,201-500,Get videos of real people speaking their thoughts as they use websites,https://www.usertesting.com,"Mountain View, CA",USA,Darrell Benatar,darrellbenatar,twitter.com/,twitter.com/darrellbenatar,https://www.usertesting.com/about-us/jobs
Legacy,Old,Ustream,Ustream,twitter.com/,twitter.com/Ustream,51-200,"HD streaming video to all devices, worldwide.",www.ustream.tv/,"San Francisco, CA",USA,Brad Hunstable,bhunstable,twitter.com/,twitter.com/bhunstable,http://www.ustream.tv/our-company/career
Legacy,Old,Vaamo,teamvaamo,twitter.com/,twitter.com/teamvaamo,11-50,"Online investing, the easy way",https://www.vaamo.de,Frankfurt,Germany,Thomas Bloch,bankderzukunft,twitter.com/,twitter.com/bankderzukunft,https://www.vaamo.de/jobs.html
Legacy,Old,Valutac,valutac,twitter.com/,twitter.com/valutac,1-10,Enterprise Consultant,http://valutac.com/,Bekasi,Indonesia,Rizky Ariestiyansyah,ariestiyansyah,twitter.com/,twitter.com/ariestiyansyah,https://angel.co/valutac
,New,Veelo,,,twitter.com/veeloinc,11-50,To empower people to perform at their best.,https://veeloinc.com/,"Portland, OR",USA,Chanin Ballance,,,,
Legacy,Old,"Velaro, Inc.",velaro_inc,twitter.com/,twitter.com/velaro_inc,11-50,SaaS for enterprise live chat for websites,https://www.velaro.com/,"Baltimore, MD",USA,Alex Bloom	,alexmbloom,twitter.com/,twitter.com/alexmbloom,https://www.velaro.com/careers/
Legacy,Old,"Venafi, Inc",venafi,twitter.com/,twitter.com/venafi,51-200,Venafi is the Immune System for the Internet,https://www.venafi.com/,"Salt Lake City, UT",USA,Jeff Hudson,,,,jobs.jobvite.com/venafi/jobs
Legacy,Old,Veritas Genetics,curoverse,twitter.com/,twitter.com/veritasgenetics,11-50,Open source tools for genomic data processing,veritasgenetics.com,"Boston, MA",USA,Mirza Cifric,aberrey,twitter.com/,,http://curoverse.jazz.co/
,New,VerticalOps,,,N/A,1-10,Allow businesses to be more profitable.,http://www.verticalops.com/,St. Thomas,Vigrin Islands,David Lee,,,,
Legacy,Old,Vervoe,vervoehq,twitter.com/,twitter.com/vervoehq,1-10,Vervoe is your online #hiring assistant.,https://www.vervoe.com/,Melbourne,Australia,Omer Molad,,,https://twitter.com/OmerMolad,https://www.vervoe.com/story
Legacy,Old,Vidian,vidianmedia,twitter.com/,twitter.com/vidianmedia,1-10,Turning existing content into videos.,https://vidianmedia.com/,Madrid,Spain,Cristian Gonzalez Guasch,cristianguasch,twitter.com/,twitter.com/cristianguasch,
,New,vidIQ,,,twitter.com/vidiq,11-50,YouTube Creators Get More Views and Save Time.,https://vidiq.com/,"San Francisco, CA",USA,Rob Sandie,,,twitter.com/sandieman,
Legacy,Old,Vinted,vinted,twitter.com/,twitter.com/vinted,51-200,"Vinted is a peer-to-peer marketplace to sell, buy and swap clothes.",www.vinted.com,Vilnlus,Lithuania,Justas Janauskas,jjanauskas,twitter.com/,twitter.com/jjanauskas,https://www.vinted.com/jobs
,New,VIPKid,,,twitter.com/TheVIPKIDLife,501-1000,Inspire and empower every child for the future,http://www.vipkid.com/,Beijing,China,Cindy Mi,,,,
Legacy,Old,Virtual Law Partners,vlpllp,twitter.com/,twitter.com/vlpllp,11-50,"The law firm with the right model, and lawyers with the right skills, to help your busines",http://www.vlplawgroup.com/,"Palo Alto, CA",USA,Cathryn Chinn,,,,http://www.vlplawgroup.com/JoinUs.aspx
,Old,VirtualPBX,,,twitter.com/VirtualPBX,51-200,Cloud-based business phone systems for the modern office,virtualpbx.com/,"San Jose, Ca",USA,Paul Hammond,,,,
,New,Voice123,,,twitter.com/@voice123,11-50,The world’s first and largest marketplace for professional voice actors.,https://voice123.com/,"San Francisco, CA",USA,Alexander Torrenegra,,,,
,New,Voxnest / Spreaker,,,twitter.com/voxnest,1-10,Professional Podcasting Solutions,https://www.voxnest.com/,"New York, NY",USA,Francesco Baschieri,,,,
WWR,Old,Waldo Photos,waldophotos,twitter.com/,twitter.com/waldophotos,11-50,Revolutionizing photo discovery and delivery,https://waldo.photos/,"Austin, TX",USA,Rodney Rice,https://twitter.com/rodneysrice,,,https://waldo.photos/
Legacy,Old,Water Lily Pond,Water_Lily_Pond,twitter.com/,twitter.com/Water_Lily_Pond,1-10,Water Lily Pond is a global brand communications agency partner,http://waterlilypond.co.uk/,London,UK,Mate Kovacs,,,https://twitter.com/wlp_mate, http://waterlilypond.co.uk/index.html#section-7
AL,Old,Watsi,watsi,twitter.com/,twitter.com/watsi,11-50,Watsi allows anyone to directly fund life-changing healthcare for people around the world., watsi.org,"San Francisco, CA",USA,Grace Garey,,,https://twitter.com/gracegarey,https://angel.co/watsi/jobs
,New,Wave,,,twitter.com/sendwaveapp,11-50,To make sending money anywhere in the world as affordable and easy as sending a text.,http://www.wave.com/,London,UK,,,,,
AL,Old,Waybetter,N/A,twitter.com/,N/A,11-50,Bet on yourself!,https://www.waybetter.com/about,"New York, NY",USA,Jamie Rosen,,,,https://www.waybetter.com/careers
Legacy,Old,Waygo,waygoapp,twitter.com/,twitter.com/waygoapp,1-10,Visual OCR & Translation for Mobile,http://waygoapp.com,"San Francisco, CA",USA,Ryan Rogowski,ryan_rogowski,twitter.com/,twitter.com/ryan_rogowski,http://waygoapp.com/careers/
,New,We Are Mammoth ,,,twitter.com/wammoth,1-10,Turning transformative ideas into high-impact digital companies.,https://wearemammoth.com/,"Chicago, IL",USA,Lisa DiVirgili,,,twitter.com/lisadivirgilio,
,New,We Are Sweet,,,N/A,1-10,"Multimedia design, development and consultancy. A perfect blend of creative and technical.",https://www.wearesweet.co.uk/,London ,UK,,,,,
,New,WEARTH,,,twitter.com/WEARTHLondon,1-10,Social responsibility firm specializing in providing a variety of farm-direct ecosystem services.,https://www.wearthlondon.com,London ,UK,Edward Davies,,,,
WWR,Old,WeaveUp,WeaveUp,twitter.com/,twitter.com/WeaveUp,1-10,Creating custom print fabric is easier than ever!,weaveup.com/,,USA,Flint Davis,,,,https://angel.co/weaveup
,New,Web4Realty,,,twitter.com/web4realty/,11-50,"Help real estate professionals attract leads, build relationships, and close more deals.",https://web4realty.com/,Toronto,Canada,Kosta Panagoulias,,,,
Legacy,Old,Webikon,webikon,twitter.com/,twitter.com/webikon,1-10,We create modern web solutions based on WordPress,https://webikon.sk/,,Slovakia,Peter Nemčok,peternemcok,twitter.com/,twitter.com/peternemcok,
WWR,Old,WebPunch,webpunch12,twitter.com/,twitter.com/webpunch12,11-50,online reputation management software,https://webpunch12.com/,"Denver, Colorado",USA,Matt Jones,,,,https://webpunch12.com/
StackO Jobs,Old,WebRTC Ventures,WebRTCVentures,twitter.com/,twitter.com/WebRTCVentures,51-200,We bring people together by closing geographical gaps using real time communication.,https://webrtc.ventures/our-team/,"San Francisco, CA",USA,Arin Sime,,,https://twitter.com/ArinSime,https://webrtc.ventures/our-team/
Legacy,Old,"WebSharks, Inc.",websharks,twitter.com/,twitter.com/websharks,1-10,Make a living building open-source software.,http://www.websharks-inc.com/,Alaska,USA,Jason Caldwell ,jaswsinc,twitter.com/,twitter.com/jaswsinc,
Legacy,Old,When I Work,wheniwork,twitter.com/,twitter.com/wheniwork,51-200,Simple employee scheduling software and online time clock,http://wheniwork.com/,"St Paul, MN",USA,Chad Halvorson,chadworks,twitter.com/,twitter.com/chadworks,http://careers.wheniwork.com/
Legacy,Old,Whitebox,whiteboxde,twitter.com/,twitter.com/whiteboxde,1-10,Online trust administration,https://www.whitebox.eu,Weil am Rhein,Germany,Salome Preiswerk,salomepreiswerk,twitter.com/,twitter.com/salomepreiswerk,https://www.whitebox.eu/who-we-are#career
,Old,Whitesmith,,,twitter.com/whitesmithco,11-50,We create digital products,https://www.whitesmith.co/,London,UK,Rafael Jegundo,,,https://twitter.com/rjegundo,
WWR,Old,Whitespectre,whitespectrehq,twitter.com/,twitter.com/whitespectrehq,11-50,Specialized in Ruby on Rails and Mobile Applications.,http://www.whitespectre.com/careers,Andorra la Vella,Andorra,Nick Tudor,,,,www.whitespectre.com
Legacy,Old,Wikimedia,Wikimedia,twitter.com/,twitter.com/Wikimedia,201-500,wikipedia :doge:,https://www.wikimedia.org/,"San Francisco, CA",USA,Lila Tretikov,lilatretikov,twitter.com/,twitter.com/lilatretikov,https://wikimediafoundation.org/wiki/Work_with_us
,New,Wild Audience,,,twitter.com/wildaudience,1-10,Respect-Based Marketing,https://wildaudience.com/,Barcelona,Spain,,,,,
Legacy,Old,Wildbit,wildbit,twitter.com/,twitter.com/wildbit,11-50,We make tools that help devs ship great code.,http://wildbit.com/,"Philadelphia, PA",USA,Chris Nagele,cnagele,twitter.com/,twitter.com/cnagele,http://wildbit.com/jobs
Legacy,Old,WizeHire,wizehire,twitter.com/,twitter.com/wizehire,1-10,Recruiting software for real estate jobs,https://wizehire.com/,,,,,,,https://wizehire.com/jobs
Legacy,Old,Wordfence,wordfence,twitter.com/,twitter.com/wordfence,11-50,We are a small team that is passionate about software engineering,https://www.wordfence.com/,"Seattle, WA",USA,Mark Maunder,mmaunder,twitter.com/,twitter.com/mmaunder,https://www.wordfence.com/careers/
Legacy,Old,X-Team,xteam,twitter.com/,twitter.com/xteam,51-200,Hire developers trusted by the world's most loved brands.,x-team.com/,"San Francisco, CA",USA,Ryan Chartrand,glassesgeek,twitter.com/,twitter.com/glassesgeek,https://x-team.com/join/
StackO Jobs,Old,Xapo,xapo,twitter.com/,twitter.com/xapo,51-200,Bringing Bitcoin to everyday life,http://www.xapo.com/careers/,"Palo Alto, CA",USA,Wences Casares,,,https://twitter.com/wences,http://www.xapo.com/
,New,Xometry,,,twitter.com/xometry,51-200,Technology-enabled marketplace to connect companies with optimal solutions.,https://www.xometry.com/,Durham,USA,Randy Altschuler,,,,
Legacy,Old,Yammer,Yammer,twitter.com/,twitter.com/Yammer,201-500,Enterprise social network for businesses to get work done smarter and faster.,http://www.yammer.com,"San Francisco, CA",USA,David O. Sacks,davidsacks,twitter.com/,twitter.com/davidsacks,https://careers.microsoft.com/yammer
WWR,Old,Yoko Co,YokoConsulting,twitter.com/,twitter.com/YokoConsulting,11-50,Works with organizations which have a passion or purpose,https://www.yokoco.com/careers/,"McLean, VA",USA,Chris Yoko,,,,https://www.yokoco.com/
Legacy,Old,YouNeedABudget,ynab,twitter.com/,twitter.com/ynab,11-50,Personal home budget software,https://www.youneedabudget.com,"Lehi, UT",USA,Jesse Mecham,jessemecham,twitter.com/,twitter.com/jessemecham,
Legacy,Old,YourSports,yoursports,twitter.com/,twitter.com/yoursports,11-50,Your personalized and very social sports-section.,https://www.yoursports.com/,"San Mateo, CA",USA,Chris McCoy,chrisamccoy,twitter.com/,twitter.com/chrisamccoy,https://www.yoursports.com/jobs
Legacy,Old,Zapier,zapier,twitter.com/,twitter.com/zapier,51-200,"Connect the apps you use, automate tasks, get more out of your data.",https://zapier.com/,,USA,Wade Foster,wadefoster,twitter.com/,twitter.com/wadefoster,https://zapier.com/jobs/
Legacy,Old,Zemanta,zemanta,twitter.com/,twitter.com/zemanta,11-50,"Content Ads, Amplified & Optimized",http://www.zemanta.com/,Ljubljana,Slovenia,TODD SAWICKI,sawickipedia,twitter.com/,twitter.com/sawickipedia,https://zemanta.workable.com/
Legacy,Old,ZenCash,InvoiceCare,twitter.com/,twitter.com/InvoiceCare,11-50,WE GET YOUR A/R IN ORDER AND KEEP IT THAT WAY,http://www.invoicecare.com/,"Dallas, TX",USA,Brandon Cotter,txbc,twitter.com/,twitter.com/txbc,
Legacy,Old,ZeroTurnaround,zeroturnaround,twitter.com/,twitter.com/zeroturnaround,51-200,"Creator of JRebel & XRebel, is committed to making Java ",http://zeroturnaround.com/,Tartu,Estonia,Jevgeni Kabanov,ekabanov,twitter.com/,twitter.com/ekabanov,http://zeroturnaround.com/company/careers/
